,True Captions,RNN With Dropout Layers,RNN Without Dropout,LogisticDecoder
1999444757_1b92efb590.jpg,"['a girl in white is swinging a sword', 'a lady shows her sword', 'a woman is swordfighting with an unseen opponent', 'boy in martial arts-style uniform holding a sword', 'two women watching people in white shirts one of those persons holding a sword']",a skinny girl are playing a blue polo outfit,a scuba diver emerges to a standing disk trick and is camping,two boxers man paddling trying on block does
2000459828_3c9e109106.jpg,"['a group of people stand in front of a rock formation', ""little kid on a man's shoulders and another man holding a blue backpack in front of a canyon"", 'the men are walking away from the rocks with a child', 'there are two men and a kid hiking outside', 'two men are hiking with a small child near to some interesting shape rock formations']",a hiker stands on a rock,a teenage boy stands in a blue jungle gym,three man in a grass jumps with his picture holding and on dogs rock mountain
2021602343_03023e1fd1.jpg,"['a boy holds a basketball angerly', 'a boy with a basketballs glowers at the camera', 'a young boy shows off his basketball skills', 'the boy is holding a basketball on a wooden basketball court', 'there are two boys on a basketball court and one is holding a basketball']",a teenager sits on a rock,a teenage girl wearing a black and blue cap climbing a distant town in a field,a girl of playing basketball red basketball at hand ball in look basket
2043427251_83b746da8e.jpg,"['a man jumping in a mud puddle in the middle of the street', 'a man jumps up and down in a puddle in a parking lot', 'a smiling person wearing a jacket and boots jumps in a big puddle', 'man jumping for joy in a rain storm at the beach', 'person in blue coat jumping in standing water on pavement with body of water in the background']",a laughing child jumps on a blue gym,a blonde haired girl in a white hooded dress that is punching his shirt in a park,a girl riding on each back in lot surfboard with up a the in the
2044063458_fcc76a7636.jpg,"['two dachshunds one black the other brown run on grass', 'two dachshunds run in the grass with a blue ball', 'two dogs chase a blue ball in a field', 'two small dogs are chasing a ball', 'two small dogs playing in a field with a small ball']",a wet black dog is running in snow,a light brown dog is running in front of snow,the dogs dog rests the to white the
2056377805_e9a9b3bcf0.jpg,"['a group of friends ride the current in a raft', 'a group of people river rafting', 'a group of people wearing life jackets riding a raft through rough waters', 'a large group of people in a red raft wearing red life jackets on the river', 'this group of people are practicing water safety by wearing preservers while in a raft on the river']",a male jumps over a rock,a blonde haired girl in a white hooded dress that is punching his shirt in a park,five group competing in
2063277300_f7ff476914.jpg,"['a little girl in stripped tights lays on the laps of a little girl and boy', 'three children and playing and laughing on the floor', 'three children playing on the floor', 'three children wrestle on a floral carpet', 'three young kids are all tangled up together and playing on a big rug']",a photographer crawls by a wall,a kid stands on a wall,an man of teenagers
2072574835_febf0c5fb9.jpg,"['dogs in a race', 'greyhound dogs wearing racing stripes are running out of a gate on a track', 'greyhounds jumping out of the gate at a race', 'racing greyhounds leave the starting gate', 'three racing dogs are running out of the starting gate on a track']",a blonde-haired male riding a bike,a muzzled greyhounds wearing a black and black helmet runs,four dog of racing a is race turn wearing a at on dogs a it
2073174497_18b779999c.jpg,"['a bicyclist dressed in all black in traffic', 'a dark skinned man is cycling in a street full of traffic', 'a man in black is riding a bike in the parking lot', 'a man riding a bike near traffic', 'a man riding his bike in traffic']",a closeup of a man in a straw jacket jumps a three-wheeled banner,a unicycle drives near a mountain,the woman riding shirt a helmet bicycle hat car some car car woman way
2073756099_7e02c0110c.jpg,"['a black dog grabs a bird in its mouth in the pool', 'a dog is jumping into a pool to get a duck floating there', 'a dog is jumping into a swimming pool after a duck', 'a dog jumps in the pool to get a chicken', 'the black dog is jumping into the pool to catch a rubber chicken in its mouth']",a wet girl with a blue shirt swimming cap and a squirt tooth,a closeup of a white boat,a group in is dog pool in snow the blue water middle feet a water
2076428547_738e0a132f.jpg,"['a backpacker standing near water at dusk', 'a hiker is shadowed by the time of day near an open and tree-lined body of water', ""a hiker's profile against a blue sky and mountain range"", 'a hiker standing on the shore of a lake', 'a man with a hiking backpack on is standing in front of a lake with a forest in the background']",a windsurfer shows their ice glasses,a shirtless man wearing a black white t-shirt and shorts in mid-flight talking in a field,the in is on wakeboarding in this dresses standing fishing the an hand and to
2084157130_f288e492e4.jpg,"['a black and white dog runs beside a brown dog in a green field', 'the black and white dog along with the brown dog are galloping outside', 'two dogs race through a field', 'two dogs run across the grassy field', 'two dogs running fast in the grass']",a german shepherd runs in a field of long grass,a furry black dog is running in sand,the dogs of is dogs to to the during disk
2086532897_b8714f2237.jpg,"['a kayaker falling down a waterfall', 'a man is kayaking down a waterfall', 'a man on a kayak coming down a raging waterfall', 'a person is on a small boat and going down some very strong water currents', 'white water rafter goes through a rough spot']",a surfer rides the snow,a lone person is on a black boat and there is skiing,a snowboarder is a red as is and surfboard rapids up steep in one up
2090339522_d30d2436f9.jpg,"['a man in a green hat is someplace up high', 'a man in a green hat is taking a self portrait', 'a man in a hat at a scenic overlook', 'a man wearing a green canvas hat with a distnat city in the background', 'man with green hate and sunglasses on a high up peak']",a bald person wearing a red shirt climbs a rope,a silhouette of a man in a multicolored hoodie next to some tables,the man rock people on other overlooking hat standing and trail walks the a man
2091171488_c8512fec76.jpg,"['a female wearing pink gloves and a brown jacket is smiling in the snow', 'a woman standing in the snow with people in the background', 'a young woman in a spring coat and purple gloves stands in falling snow', 'a young woman looks happy in winter clothes while it snows', 'young asian woman with pink gloves stands in the snow']",a boxer dressed in a black and yellow t-shirt walks in room near a building,a bride break fishing,an is in a gets hair and and city rail the her hill handle
